화장실명,남녀공용화장실여부,남성용-장애인용대변기수,개방시간,관리기관명,남성용-대변기수,남성용-장애인용소변기수,전화번호,소재지지번주소,여성용-대변기수,구분,남성용-소변기수,경도,여성용-어린이용대변기수,소재지도로명주소,남성용-어린이용대변기수,남성용-어린이용소변기수,위도,여성용-장애인용대변기수,설치년도,데이터기준일자
큰솔공원,N,0,연중무휴,시흥시청,2,0,,,2,공중화장실,3,126.7536112,0,경기도 시흥시 큰솔로 67-8,0,0,37.34366076,0,,2018-08-20
태평공원,N,0,연중무휴,시흥시청,1,0,,,2,공중화장실,2,126.8122921,0,경기도 시흥시 하상동 343-36,0,0,37.38856019,0,,2018-08-20
새생명교회 개방화장실,Y,0,연중무휴,시흥시청,1,0,,,0,개방화장실,2,126.8144803,0,경기도 시흥시 하상로8번길 16,0,0,37.39139645,0,,2018-08-20
시흥시국민체육센터,N,0,06:00~22:00,시흥시청,4,0,,,6,공중화장실,5,126.8053465,0,경기도 시흥시 하중로 226,0,0,37.39150431,0,,2018-08-20
금천프라자 개방화장실,N,0,연중무휴,시흥시청,1,0,,,2,개방화장실,2,126.8064633,0,경기도 시흥시 하중로 233,0,0,37.39108086,0,,2018-08-20
법조타운,N,0,연중무휴,시흥시청,1,0,,,1,공중화장실,2,126.8065724,0,경기도 시흥시 하중로 235,0,0,37.39082515,0,,2018-08-20
샛말공원,N,0,연중무휴,시흥시청,1,0,,,2,공중화장실,2,126.8048495,0,경기도 시흥시 하중로173번길 23,0,0,37.39506072,0,,2018-08-20
정왕4동주민센터,N,0,(평일)09:00~18:00,시흥시청,2,0,,,2,공중화장실,3,126.7322538,0,경기도 시흥시 함송로29번길 23,0,0,37.36550207,0,,2018-08-20
함현공원,N,0,연중무휴,시흥시청,2,0,,,2,공중화장실,3,126.733162,0,경기도 시흥시 함송로29번길 31,0,0,37.36532752,0,,2018-08-20
대야파출소,N,0,연중무휴,시흥시청,1,0,,,1,공중화장실,1,126.7855697,0,경기도 시흥시 호현로 42-1,0,0,37.44422285,0,,2018-08-20
시흥시보건소,N,0,(평일)09:00~18:00,시흥시청,3,0,,,3,공중화장실,3,126.7852991,0,경기도 시흥시 호현로 55,0,0,37.44558829,0,,2018-08-20
시흥대야동우체국,N,0,(평일)09:00~18:00,시흥시청,1,0,,,1,공중화장실,1,126.7858648,0,경기도 시흥시 호현로 58,0,0,37.44536587,0,,2018-08-20
제일요양병원,N,0,연중무휴,시흥시청,1,0,,,1,공중화장실,2,126.7843664,0,경기도 시흥시 호현로10번길 7-1,0,0,37.4414131,0,,2018-08-20
한일셀프주유소,N,0,06:00~23:00,시흥시청,1,0,,,2,공중화장실,1,126.7807923,0,경기도 시흥시 황고개로 205-9,0,0,37.35098734,0,,2018-08-20
우리알뜰주유소(현대오일뱅크㈜ 직영 장현셀프주유소),N,0,06:00~23:00,시흥시청,1,0,,,1,공중화장실,1,126.786846,0,경기도 시흥시 황고개로 311,0,0,37.35913287,0,,2018-08-20
시흥경찰서,N,0,연중무휴,시흥시청,4,0,,,3,공중화장실,3,126.7881103,0,경기도 시흥시 황고개로 513,0,0,37.37678442,0,,2018-08-20
㈜세지에너지,N,0,06:00~11:00,시흥시청,1,0,,,1,공중화장실,1,126.6999974,0,경기도 시흥시 서해안로 120,0,0,37.34225749,0,,2018-08-20
헵시바한화충전소,N,0,06:00~11:00,시흥시청,1,0,,,1,공중화장실,1,126.7266607,0,경기도 시흥시 희망공원로280,0,0,37.34515493,0,,2018-08-20
롯데마트 시흥점,N,1,10:00~23:00,시흥시청,3,0,,,8,공중화장실,3,126.7919601,0,경기도 시흥시 비둘기공원로28,1,0,37.44303772,1,,2018-08-20
제일프라자,N,1,연중무휴,시흥시청,2,0,,,2,공중화장실,4,126.7385067,0,경기도 시흥시 정왕대로 230,0,0,37.34496546,1,,2018-08-20
이마트 시화점,N,1,10:00~23:00,시흥시청,3,0,,,2,공중화장실,4,126.7368737,0,경기도 시흥시 정왕대로 210,0,1,37.34594216,1,,2018-08-20
홈플러스 시화점,N,1,10:00~23:00,시흥시청,2,0,,,6,공중화장실,2,126.7251751,1,경기도 시흥시 희망공원로 269,0,1,37.3452488,0,,2018-08-20
우리메디칼센터,N,0,연중무휴,시흥시청,3,0,,,3,공중화장실,3,126.7376878,0,경기도 시흥시 정왕대로 220,0,0,37.34548985,0,,2018-08-20
나은요양병원,N,1,연중무휴,시흥시청,1,0,,,1,공중화장실,2,126.7473865,0,경기도 시흥시 평안상가5길 20,0,0,37.3354663,1,,2018-08-20
센트럴병원,N,1,연중무휴,시흥시청,3,0,,,4,공중화장실,3,126.7279952,0,경기도 시흥시 공단1대로 237,0,0,37.33687216,1,,2018-08-20
