화장실명,남녀공용화장실여부,남성용-장애인용대변기수,개방시간,관리기관명,남성용-대변기수,남성용-장애인용소변기수,전화번호,소재지지번주소,여성용-대변기수,구분,남성용-소변기수,경도,여성용-어린이용대변기수,소재지도로명주소,남성용-어린이용대변기수,남성용-어린이용소변기수,위도,여성용-장애인용대변기수,설치년도,데이터기준일자
지평주유소,N,0,09:00~18:00,지평주유소,1,0,,,0,공중화장실,2,127.6343478,0,경기도 양평군 지평면 지평로 239,0,0,37.4882154,0,,2018-08-01
지평체육공원,N,0,06:00~22:00,지평면,2,0,,,2,공중화장실,4,127.6329971,0,경기도 양평군 지평면 송정길 130,0,0,37.49001022,0,Jan-17,2018-08-01
지평초등학교,N,0,08:00~18:00,지평초등학교,18,0,,경기도 양평군 지평면 지평리502번지 2호,23,공중화장실,33,127.6380372,0,경기도 양평군 지평면 지평의병로 107,0,0,37.47584471,10,,2018-08-01
지평초등학교일신분교,N,0,08:00~18:00,지평초등학교일신분교,1,0,,경기도 양평군 지평면 일신리674번지,4,공중화장실,3,127.6867601,0,경기도 양평군 지평면 구둔영화체험길 17,0,0,37.43407168,1,,2018-08-01
지평파출소,N,0,09:00~18:00,지평파출소,1,0,,,1,공중화장실,1,127.6361153,0,경기도 양평군 지평면 지평의병로 91,0,0,37.47530006,0,Jan-86,2018-08-01
차차차휴게소,N,0,09:00~18:00,차차차휴게소,17,0,031-771-6931,,14,개방화장실,0,127.7490736,0,경기도 양평군 청운면 설악로 475,0,0,37.58013569,0,,2018-08-01
창인학교,N,0,09:00~18:00,창인학교,17,0,,,22,공중화장실,18,127.6826074,0,경기도 양평군 단월면 백동길 92,0,0,37.54548705,5,,2018-08-01
청운면사무소1층,N,0,연중무휴,청운면,2,0,031-770-3222,,2,공중화장실,2,127.7107226,0,경기도 양평군 청운면 용두로 170,0,0,37.55625546,1,,2018-08-01
청운면사무소2층,N,0,연중무휴,청운면,2,0,031-770-3222,,2,공중화장실,2,127.7107226,0,경기도 양평군 청운면 용두로 170,0,0,37.55625546,0,,2018-08-01
청운보건지소,N,0,연중무휴,양평군 보건소,2,0,031-770-3555,,2,공중화장실,2,127.7107226,0,경기도 양평군 청운면 용두로 170,0,0,37.55625546,0,,2018-08-01
청운시외버스터미널,N,0,07:00~22:00,청운시외버스터미널,2,0,031-770-3222,,2,개방화장실,2,127.7085195,0,경기도 양평군 청운면 용두로139번길 1,0,0,37.55449918,0,,2018-08-01
청운우체국,N,0,연중무휴,청운우체국,1,0,031-770-3227,,1,공중화장실,1,127.7098142,0,경기도 양평군 청운면 용두로 152,0,0,37.55498514,0,,2018-08-01
청운인성수련원,N,0,09:00~18:00,청운인성수련원,3,0,031-774-4301,,8,공중화장실,4,127.7747383,0,경기도 양평군 청운면 신론로 346,0,0,37.56160098,0,,2018-08-01
