화장실명,남녀공용화장실여부,남성용-장애인용대변기수,개방시간,관리기관명,남성용-대변기수,남성용-장애인용소변기수,전화번호,소재지지번주소,여성용-대변기수,구분,남성용-소변기수,경도,여성용-어린이용대변기수,소재지도로명주소,남성용-어린이용대변기수,남성용-어린이용소변기수,위도,여성용-장애인용대변기수,설치년도,데이터기준일자
소보우체국,N,0,(평일)09:00~18:00,소보우체국,2,0,,경상북도 군위군 소보면 송원리 695-4,2,공중화장실,2,128.4788325,0,,0,0,36.25623367,0,,2018-08-23
소보치안센터,N,0,연중무휴,소보치안센터,1,0,,경상북도 군위군 소보면 송원리 678-7,1,공중화장실,0,128.4768738,0,,0,0,36.25525945,0,,2018-08-23
송원초등학교,N,0,(평일)09:00~18:00,송원초등학교,2,0,,경상북도 군위군 소보면 송원리 675,4,공중화장실,4,128.4763774,0,,0,0,36.25371207,0,,2018-08-23
소보농협주유소,Y,0,(평일주말)09:00~21:00,소보농협주유소,1,0,,경상북도 군위군 소보면 송원리 689-5,0,공중화장실,0,128.4771826,0,,0,0,36.25582153,0,,2018-08-23
간동유원지,N,1,연중무휴,효령면사무소,2,0,,경상북도 군위군 효령면 성리 715,5,공중화장실,2,128.584266,0,,0,0,36.17862187,1,,2018-08-23
효령면사무소,N,0,연중무휴,효령면사무소,2,0,,경상북도 군위군 효령면 중구리 204-1,2,공중화장실,2,128.5853092,0,,0,0,36.15669684,0,,2018-08-23
효령우체국,N,0,(평일)09:00~18:00,효령우체국,1,0,,경상북도 군위군 효령면 중구리 209-8,1,공중화장실,1,128.5843603,0,,0,0,36.15658685,0,,2018-08-23
고매초등학교,N,0,(평일)09:00~18:00,고매초등학교,4,0,,경상북도 군위군 효령면 고곡리 929,6,공중화장실,4,128.5825154,0,,0,0,36.09704434,0,,2018-08-23
효령중고등학교,N,0,(평일)09:00~18:00,효령중고등학교,9,0,,경상북도 군위군 효령면 중구리 355,13,공중화장실,13,128.5785179,0,,0,0,36.15470682,0,,2018-08-23
효령초등학교,N,0,(평일)09:00~18:00,효령초등학교,8,0,,경상북도 군위군 효령면 중구리 171-1,10,공중화장실,8,128.5869514,0,,0,0,36.1563615,0,,2018-08-23
효령치안센터,Y,0,연중무휴,효령치안센터,1,0,,경상북도 군위군 효령면 중구리 194-2,0,공중화장실,0,128.5870968,0,,0,0,36.15607482,0,,2018-08-23
군위농협하나로유통센터,N,0,(평일주말)09:00~21:00,군위농협하나로유통센터,5,0,,경상북도 군위군 효령면 고곡리 438,9,공중화장실,0,128.5732912,0,,0,0,36.11843931,0,,2018-08-23
효령버스정류소,Y,0,연중무휴,효령버스정류소,1,0,,경상북도 군위군 효령면 중구리 195-4,0,공중화장실,1,128.5865213,0,,0,0,36.15597071,0,,2018-08-23
효령주유소,N,0,(평일주말)09:00~21:00,효령주유소,2,0,,경상북도 군위군 효령면 고곡리 471,2,공중화장실,2,128.5752949,0,,0,0,36.11533477,0,,2018-08-23
중부주유소,N,0,(평일주말)09:00~21:00,중부주유소,1,0,,경상북도 군위군 효령면 중구리 137-6,2,공중화장실,2,128.5869086,0,,0,0,36.15357585,0,,2018-08-23
오천주유소,N,0,(평일주말)09:00~21:00,오천주유소,1,0,,경상북도 군위군 효령면 오천리 89,1,공중화장실,2,128.6113041,0,,0,0,36.18548052,0,,2018-08-23
석굴암주차장,N,0,연중무휴,부계면사무소,2,0,,경상북도 군위군 부계면 남산리 317-1,5,공중화장실,3,128.6431129,0,,0,0,36.0479904,0,,2018-08-23
석굴암솔밭,N,0,연중무휴,부계면사무소,1,0,,경상북도 군위군 부계면 남산리 267,3,공중화장실,2,128.641591,0,,0,0,36.0478022,0,,2018-08-23
동산주차장(분양부지),N,0,연중무휴,부계면사무소,1,0,,경상북도 군위군 부계면 동산리 1651,2,공중화장실,2,128.6451605,0,,0,0,36.04934282,0,,2018-08-23
동산계곡 주차장,N,0,연중무휴,부계면사무소,2,0,,경상북도 군위군 부계면 동산리 319-1,4,공중화장실,2,128.6686765,0,,0,0,36.04074196,0,,2018-08-23
대율대청,N,0,연중무휴,부계면사무소,1,0,,경상북도 군위군 부계면 대율리 747,2,공중화장실,1,128.6538592,0,,0,0,36.05926507,0,,2018-08-23
대율교,N,0,연중무휴,부계면사무소,2,0,,경상북도 군위군 부계면 대율리 559,4,공중화장실,2,128.6563201,0,,0,0,36.06463773,0,,2018-08-23
